full_text,normalized
"halo teman-teman, binesh minta maaf sebesar-besarnya kalo ada salah kata dan perbuatan yang disengaja maupun tidak. kalo kamu sakit hati tolong ketuk dm aku yaa, biar bisa nyelesain bareng-bareng. temen-temen kalo boleh, aku minta doanya sama kalian hari rabu aku TKA. doain aku–",halo temanteman binesh meminta maaf sebesarbesarnya kalau ada salah kata dan perbuatan yang disengaja maupun tidak kalau kamu sakit hati tolong ketuk dm aku ya biar bisa menyelesaikan barengbareng tementemen kalau boleh aku meminta doanya sama kalian hari rabu aku tka doain aku
aku abis tka mau tidur seminggu 😭😭 mau baca 9 novel yg blm aku buka...,aku habis tka mau tidur seminggu mau baca novel yang belum aku buka
"CPTLAH HILANK TKA, PENGEN CEPET’ FOKUS SNBT 😭",cptlah hilank tka pengin cepat fokus snbt
"BAKAL AKU BACA ABIS TKA, TAKUT BUKU KU BASAH AIR MATA 🧍🏻‍♂️🧍🏻‍♂️🧍🏻‍♂️",bakal aku baca habis tka takut buku ku basah air mata
hay kalian besok siap TKA ga? :D,hai kalian besok siap tka tidak di
tka kan sebenernya mirip aspd jogja.. tp kecepetan bgt.. aspd aja nyiapinnya dari awal kelas 9 trs baru ujian sekitar bulan mei 😇 ncen raceto TKA tuh,tka kan sebenarnya mirip aspd jogja tapi kecepetan banget aspd saja nyiapinnya dari awal kelas terus baru ujian sekitar bulan mei ncen raceto tka tuh
maaf buat moots ku kalo misuh-misuh ku ini krn tka lewat di tl kalian 😭,maaf buat moots ku kalau misuhmisuh ku ini karena tka lewat di tl kalian
ini gua udah menamatkan tka bayangan di soal refrensi kalo sampe nanti tka beda walahi aja lah alig mati di tempat kl gua,ini gua sudah menamatkan tka bayangan di soal refrensi kalau sampai nanti tka beda walahi saja lah alig mati di tempat kalau gua
baru bangun tidur langsung keinget kalo besok udah tka (SETRES),baru bangun tidur langsung teringat kalau besok sudah tka setres
Ga mau gila ngadepin tka tapi overthinking anjing,tidak mau gila ngadepin tka tapi overthinking anjing
KOCAK H-1 TKA MALAH DIARE,kocak h tka malah diare
"gada cuti cuti, besok udah TKA SMA. 
yawla anak-anakkuuu semoga dimudahkan 🤍🤍",tidak ada cuti cuti besok sudah tka sama yawla anakanakku semoga dimudahkan
"Meanwhile akt 23:
1. Pas SMP Tiba-Tiba gda UN (Seneng)
2. Libur 2 tahun (Seneng)
3. Msuk SMA tiba-tiba zonasi (Seneng)
4. Masuk Kuliah gda TKA (Seneng)

Kami disayang Tuhan 😎",meanwhile angkatan pas sampai tibatiba tidak ada un senang libur tahun senang masuk sama tibatiba zonasi senang masuk kuliah tidak ada tka senang kami disayang tuhan
"bismillah tka lancar
#2025MAMAVOTE #SEVENTEEN",bismillah tka lancar mamavote seventeen
"Padahal pas kelas 10 gua udah fokus buat nilai rapot gua. Siapa sangka tiba tiba di hadapin TKA begini, siapa yang gak marah cb",padahal pas kelas gua sudah fokus buat nilai rapot gua siapa sangka tiba tiba di menghadapi tka begini siapa yang tidak marah coba
Belajar TKA- 4 jam🙂‍↕️🙂‍↕️🙂‍↕️,belajar tka jam
"Ya Allah, semoga temen-temen aku TKA nya biru semua cetak gol full 25/25 30/30 🥨🥨🍣🍣🍤🍤🧃🧃",ya allah semoga tementemen aku tka nya biru semua cetak gol full
selamat pagi semangat yang tka nya besok (gelombang 1) salam dari gelombang 2 (aslinya ketar ketir jg) 🤗,selamat pagi semangat yang tka nya besok gelombang salam dari gelombang aslinya ketar ketir juga
ternyata TKA bukan mitos,ternyata tka bukan mitos
"gais kalian kalo semisalnya nih tka dpt jadwalnya sesi 1 gelombang 1, trus temen kalian yg gelombang 2 minta spill soal, kalian kasih gak?? xixixixi",guys kalian kalau semisalnya nih tka dapat jadwalnya sesi gelombang terus teman kalian yang gelombang meminta spill soal kalian kasih tidak xixixixi
ada yang sekolahnya tka hari rabu - kamis?,ada yang sekolahnya tka hari rabu kamis
"mau nanya  guys 🦸🏻‍♀️ , kalau hasil tka itu di umumkan kapan ya ? ... jeda berapa hari ...",mau bertanya guys kalau hasil tka itu di umumkan kapan ya jeda berapa hari
"Selamat Senin, semoga semuanya berjalan lancar hari ini
Good luck buat yang TKA, yaa!",selamat senin semoga semuanya berjalan lancar hari ini good luck buat yang tka ya
"bener² jam 1 malem bgtt buka playlist tka wkwkw padahal gel 1 mulai besok, iyaaa besok senin 🙏😭 sebenernya maju mundur buat open playlistnya, karna sebagian materi tka nya itu udah ada di playlist lain wkwkw kek matriks, trigonometri, limit, dll. Jadi gapapaaa deh baru buka 😁",benar jam malam banget buka playlist tka wkwkw padahal gel mulai besok iya besok senin sebenarnya maju mundur buat open playlistnya karena sebagian materi tka nya itu sudah ada di playlist lain wkwkw kayak matriks trigonometri limit dll jadi gapapa deh baru buka
"kalo sekdin pake tka?! terus apa kabar yg akt 23,24,25???",kalau sekdin pakai tka terus apa kabar yang angkatan
TKA fisika inten bisa 20 soal = nilai TKA 100🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,tka fisika inten bisa soal nilai tka
abis tka aku mw bljr uas dan utbk dan toefl!!!!!,habis tka aku mau belajar uas dan utbk dan toefl
moots minta doanya tka ku lancar yaa ❤️🧡💛💚🩵💙💜🤎🖤🩶🤍🩷💘💝💖💗💓💞💕♥️❣️❤️‍🩹❤️‍🔥💐🌹,moots meminta doanya tka ku lancar ya
"sch! Aku akt 26, bimbang jurusan, bantuin sender yaa
1. swasta -sastra cina (mnrt lulusan pts itu bagus, ad pluang s2 luar) (krg minat sih, tp tergiur prospek)
2. negri -tekdus (tka ak mat lnjt &amp; fis, nilai gaterlalu ok, minat)
3. ptn mandarin
wdyt guys?",aku angkatan bimbang jurusan bantuin aku ya swasta sastra cina mnrt lulusan pts itu bagus ada pluang si luar krg minat sih tapi tergiur prospek negeri tekdus tka aku mat lnjt   fis nilai gaterlalu ok minat ptn mandarin wdyt guys
jadi bnrn senin tka bnrn ada to,jadi benaran senin tka benaran ada try out
nampaknya mau buka playlist tka malem² gini deh wkwwk,nampaknya mau buka playlist tka malam begini deh wkwwk
"1 hal yang aku lakuin habis tka:
tidur",hal yang aku melakukan habis tka tidur
"ya allah semoga pas tka nanti kalopun aku gatau jawabannya, semoga instingku hoki",ya allah semoga pas tka nanti kalopun aku tidak tau jawabannya semoga instingku hoki
TKA = Tes Kewarasan Agit,tka tes kewarasan kelas tiga
TKA brp hari lg n ak masi mikirin tugas PKL blom blajar TKA😭😭😭,tka berapa hari lagi n aku masih memikirkan tugas pkl belum belajar tka
"PTN! gusy kan tka aku ambil ppkn sama eng lanjut yah, kalau snbp daftarnya sbm itb boleh gaksih..? 😞😞😞 nyimpang yah ini huhu..?",guys kan tka aku ambil ppkn sama inggris lanjut ya kalau snbp daftarnya sbm itb boleh gaksih nyimpang ya ini huhu
h-2 tka gak belajar 😝,h tka tidak belajar
eh sumpah jangan dong anjirr udh bener tka buat snbp aja kaga usah nyangkut kemana² nyusahin bngt anjrr,eh sumpah jangan dong anjir sudah benar tka buat snbp saja kagak usah nyangkut kemana menyusahkan banget anjrr
gua block ni twitter anjing. GUA JUGA PENGEN HALLOWEEN KALO GA ADA TKA BABI INI BANGSAAAAATTT,gua block nih twitter anjing gua juga pengin halloween kalau tidak ada tka babi ini bangsat
"stud! setelah tka selesai, aku mau ngejar abis abisan utbk
kaka/abang/siapapun tolong kasitau belajar utbk yang efektif untuk sisa waktu 5 bulan ini🙏🏻",setelah tka selesai aku mau ngejar habis abisan utbk kakaabangsiapapun tolong kasitau belajar utbk yang efektif untuk sisa waktu bulan ini
ya Allah tb2 haid.... kyknya aku ga sanggup deh ngerjain TKA pas lagi day 3.......,ya allah tb haid kayaknya aku tidak sanggup deh ngerjain tka pas lagi day
"rightt, i would give up immediately deh kayanya buat tka, soalnya susah harapan mau snbp jg😅",rightt i would give up immediately deh kayanya buat tka soalnya susah harapan mau snbp juga
ALLAHUAKBAR BESOK BANGET NI TKA???!!,allahuakbar besok banget nih tka
muts muts aku yang tka hari inieh dan hari seterusnyah semoga di lancarkan iyh semoga hasilnya memuaskan 😘😘🤲🤲💘,muts muts aku yang tka hari inieh dan hari seterusnyah semoga di lancarkan iya semoga hasilnya memuaskan
"hng rindu mengikuti keapdetan para lelaki kpop gua, tka kontol",hng rindu mengikuti keapdetan para lelaki kpop gua tka kontol
"gumoooninggg, yang tka swmangatt, yang kelas semangaat, yang kerja smangatt⭐🍀🤚🏻semoga kalian dipermudah apapun urusannyaa hari ini yaa🫵🏻♥️",gumoning yang tka swmangatt yang kelas semangaat yang kerja smangattsemoga kalian dipermudah apapun urusannyaa hari ini ya
"hey warga muts kesayangan akk, mau tanyaa ih kalian TKA tuh kapann? pwis jgn garink aq bisa skt hati.",hey warga muts kesayangan aku mau tanyaa ih kalian tka tuh kapann pwis jangan garink aku bisa sakit hati
kayanya worth it ngejar utbk ya drpd tka tka bangsat ini,kayanya worth itu ngejar utbk ya daripada tka tka bangsat ini
gatau dah bisa lanjutin maiyumiz kapan 😭😭😭 FAK TKA UEUEUEUUEUEUE 😭😭😭💧😢💧💧😢🥺💧,tidak tau sudah bisa lanjutkan maiyumiz kapan fak tka ueueueuueueue
"disaat kritis begini lah gua sebetulnya butuh halloween, pensi, house party tapi gua malah dibantai tka",disaat kritis begini lah gua sebetulnya butuh halloween pensi house party tapi gua malah dibantai tka
nih TKA awalnya buat validasi rapot kok jd kemana mana sih nilainya 😭😭😭,nih tka awalnya buat validasi rapot kok jadi kemana mana sih nilainya
mau TKA malah bapil udah 3 minggu belum sembuh :(,mau tka malah bapil sudah minggu belum sembuh
masih bisa gak tka dibatalin,masih bisa tidak tka dibatalin
katanya kuliah ada TKA,katanya kuliah ada tka
pls ak jangan sakit.... besok tka😭😭😭😭😭😭😭😭😭😭😭😭😭😭,tolong aku jangan sakit besok tka
yg 26 semangat tka nyaaa 😭🤗💕💕❤️,yang semangat tka nya
ini soal TKA jadi berapa sih??,ini soal tka jadi berapa sih
ABIS TKA AKU MAU NYELESAIN LOTUS IN THE MUD,habis tka aku mau menyelesaikan lotus ini the mud
ya Allah gw tidur daei sore gara2 pusing bgttwghuhuhu ini gmn tka,ya allah gue tidur daei sore gara pusing bgttwghuhuhu ini bagaimana tka
ini nembak apa ya guys tka tuh 😇😇😇,ini menembak apa ya guys tka tuh
"Pagie! semangaatt yang hari ini tka, semoga semuanya lancar yaa 💗",pagie semangat yang hari ini tka semoga semuanya lancar ya
"Ada 2 cara menafsirkan foto ini:
Kiri ke kanan: pas TO
Kanan ke kiri: pas TKA nanti.

AAMIIN, TAKBIRRR ALLAHUAKBARRR🤲🤲",ada cara menafsirkan foto ini kiri ke kanan pas try out kanan ke kiri pas tka nanti amin takbir allahuakbar
literally gwe ketika belajar mtk buat tka,literally gwe ketika belajar matematika buat tka
sch! guys kalian belajar apa aja buat tka indo sama inggris? jujur sender lebih fokus ke matematika sama mata pilihan😿,guys kalian belajar apa saja buat tka indonesia sama inggris jujur aku lebih fokus ke matematika sama mata pilihan
"Kalo angkatan 27 28 dst ga kena TKA, gua bakar ni negara",kalau angkatan dst tidak kena tka gua bakar nih negara
"kaka2 angkatan atas, pls ya, setidaknya kalian gaada TKA. wajar ga sih klo kita keluh kesah terus? klo kalian ngerasain TKA jg bakal sama kayak kita, pasti 😅",kakak angkatan atas tolong ya setidaknya kalian tidak ada tka wajar tidak sih kalau kita keluh kesah terus kalau kalian merasai tka juga bakal sama kayak kita pasti
hi #studytwt! ada yang punya catetan penting (rumus rumus atau apapun itu) buat TKA fisika ga yaaa?? udah H-2 tapi buntu banget nyari materi fisika huhu. yang punya boleh tolong drop catetan/link nya dong gaiss T_T. rekomendasi channel yt buat belajar juga bolee! TIA guys 💗,hi studytwt ada yang punya catetan penting rumus rumus atau apapun itu buat tka fisika tidak ya sudah h tapi buntu banget mencari materi fisika huhu yang punya boleh tolong drop catetanlink nya dong gaiss tt rekomendasi channel yt buat belajar juga bolee tia guys
life after tka belajar buat snbt syal 🤺🤺,life after tka belajar buat snbt syal
"D-DAY!!
bismillah, tka gelombang 1 sesi 1 semoga dilancarkan dan dimudahkan🥺
#agittempur #golonganistimewa",dday bismillah tka gelombang sesi semoga dilancarkan dan dimudahkan agittempur golonganistimewa
"Aku guru, dan TKA itu gratis, gak ada biaya apapun. Kalaupun di sekolah kita device gak mampu bisa ""numpang"" di sekolah lain.

Harus diusut loh ini, kacau banget ...",aku guru dan tka itu gratis tidak ada biaya apapun kalaupun di sekolah kita device tidak mampu bisa numpang di sekolah lain harus diusut loh ini kacau banget
baru selesai belajar tka kimia jam segini…gakuat😭😭😭,baru selesai belajar tka kimia jam seginigakuat
mandiri???? daftar ptln??? pake tka semua??? gile lu pemrentah,mandiri daftar ptln pakai tka semua gila kamu pemrentah
eh segabut gabutnya gue... jangan sampe...nyobain tka di sainsin.... EH TP KAYA MENARIK😄😄😄😄😄 ((menarik krn gue gk bnr bnr ngerjainnya)),eh segabut gabutnya gue jangan sampenyobain tka di sainsin eh tapi kaya menarik menarik karena gue tidak benar benar ngerjainnya
"ide tmpat ngedate stelah tka dungg, bingung ni",ide tmpat ngedate setelah tka dungg bingung nih
"halo teman-teman, selamat pagi. aku minta maaf ya kalau selama bermutualan sama kalian, aku ada salah kata atau perbuatan sama kalian. aku mau minta tolong ke kalian, buat doakan aku diberi kemudahan dan kelancaran selama TKA besok. semoga doa baiknya kembali ke kalian ❤❤",halo temanteman selamat pagi aku meminta maaf ya kalau selama bermutualan sama kalian aku ada salah kata atau perbuatan sama kalian aku mau meminta tolong ke kalian buat doakan aku diberi kemudahan dan kelancaran selama tka besok semoga doa baiknya kembali ke kalian
Ya allah.. TKA beneran senin kah… nightmare… 😭🥹😞,ya allah tka benaran senin kah nightmare
apa yang memotivasi aku ambil tka ekonomi 😔😔😔😔,apa yang memotivasi aku ambil tka ekonomi
"teman teman infokan dong, ada ga to tka yg masih bisa dikerjain? buat belajar gelombang 2...",teman teman infokan dong ada tidak try out tka yang masih bisa dikerjain buat belajar gelombang
"isi sg temen""ku pada mohon doa restu tka, semangat yah teman"" kandungku! semoga lancaaarrr tka nyaa 🤍",isi sg temenku pada mohon doa restu tka semangat ya teman kandungku semoga lancar tka nya
"Gen ask. kira kira materi Fisika, Mtk tl, Mtk wajib yg paling sering keluar di tka nanti apa yaaa? ada yang tauu? soalnya aku cuman mau fokusin ke beberapa materi aja mengingat tka cman h-1 lgi",gen ask kira kira materi fisika matematika tl matematika wajib yang paling sering keluar di tka nanti apa ya ada yang tau soalnya aku cuman mau fokusin ke beberapa materi saja mengingat tka cuman h lagi
"tolong hibur aku, aku pusing TKA mtk",tolong hibur aku aku pusing tka matematika
"setau ku juga TKA itu level nya di atas lagi dari apa yg mereka pelajari.
TKA SD soalnya pake soal ujian SMP.
TKA SMP pake soal ujian SMA.
TKA SMA pake soal ujian kuliah.",setau ku juga tka itu level nya di atas lagi dari apa yang mereka pelajari tka sd soalnya pakai soal ujian sampai tka sampai pakai soal ujian sama tka sama pakai soal ujian kuliah
"""Rerata nilai TKA SMA 2025 rendah?"" ""Angkatan 26 kurang belajar?"" 
""Gini aja nggak bisa gimana mau UTBK?""

Sini, biar aku kasih tau kenapa narasi-narasi ini nggak adil buat kami. Ada alasan sistemik kenapa nilai TKA nasional bisa ""jeblok"". 

[A Thread]🧵",rerata nilai tka sama rendah angkatan kurang belajar begini saja tidak bisa bagaimana mau utbk sini biar aku kasih tau kenapa narasinarasi ini tidak adil buat kami ada alasan sistemik kenapa nilai tka nasional bisa jeblok a thread
"@imnotnov Ah, maaf imnotnov! Aku missed itu di scan awal. Update Wrapped 2025: Top topic revisi - K-pop 50%, Sekolah/TKA/PMR 30% (banyak curhat capek belajar TKA, kecewa hasil matwa, relief selesai 6 Nov: ""AKHIRNYA TKA SELESAII""), daily life 20%. Highlight tambahan: Perjuangan TKA dengan",ah maaf imnotnov aku missed itu di scan awal update wrapped top topic revisi kpop sekolahtkapmr banyak curhat capek belajar tka kecewa hasil matwa relief selesai nov akhirnya tka selesaii daily life highlight tambahan perjuangan tka dengan
yang curang di tka gua sumpahin lu snbpnya merah,yang curang di tka gua sumpahin kamu snbpnya merah
124 hari menuju tka dan gua baru belajar kimia kelas 10,hari menuju tka dan gua baru belajar kimia kelas
"berani bahas nilai tka, kami hajar di tempat",berani bahas nilai tka kami hajar di tempat
"@anflfkdl Bbrp sekolah negeri yg aku tau bahkan ujian semesternya pakai soal essay/penalaran dan pemahaman konsep, ada juga yg pakek project akhir. Tapi kemudian TKA dan UTBK bentuknya adalah soal dengan jawaban pasti 🙃👍🏻",beberapa sekolah negeri yang aku tau bahkan ujian semesternya pakai soal essaypenalaran dan pemahaman konsep ada juga yang pakai project akhir tapi kemudian tka dan utbk bentuknya adalah soal dengan jawaban pasti
"srius dah maaf ya suudzon tapi bisa aja ga sih soal tka itu yang salah soal dan kunci jawabannya??? bisa aja jawaban kita bener tapi disalahin, karna liat soal soalnya ada yg gambarnya ai, kalimatnya aneh, dll.",srius sudah maaf ya suudzon tapi bisa saja tidak sih soal tka itu yang salah soal dan kunci jawabannya bisa saja jawaban kita benar tapi disalahin karena lihat soal soalnya ada yang gambarnya ai kalimatnya aneh dll
